episode,phase,frame_index,global_index,length,batch_loss,arm_l2_error,arm_linf_error,gripper_pred,gripper_target,gripper_abs_error,gripper_sign_match,gripper_pred_binary,gripper_binary_match,state_gripper_left,state_gripper_right,pred_a0,target_a0,raw_a0,abs_err_a0,pred_a1,target_a1,raw_a1,abs_err_a1,pred_a2,target_a2,raw_a2,abs_err_a2,pred_a3,target_a3,raw_a3,abs_err_a3,pred_a4,target_a4,raw_a4,abs_err_a4,pred_a5,target_a5,raw_a5,abs_err_a5,pred_a6,target_a6,raw_a6,abs_err_a6,pred_a7,target_a7,raw_a7,abs_err_a7
3,mid_50pct,100,722,201,0.019943801686167717,0.07962434738874435,0.052296847105026245,-0.9944323301315308,-1.0,0.005567669868469238,True,-1.0,True,0.02028636634349823,0.020618192851543427,0.05944079905748367,0.06815500557422638,0.16033358871936798,0.008714206516742706,0.36021366715431213,0.3079168200492859,1.3481441736221313,0.052296847105026245,-0.17642562091350555,-0.20322224497795105,-0.35819628834724426,0.026796624064445496,-2.4861888885498047,-2.487654209136963,-9.985268115997314e-05,0.0014653205871582031,0.28112104535102844,0.2520558834075928,0.8854304552078247,0.02906516194343567,2.9320263862609863,2.8912346363067627,1.3863797187805176,0.04079174995422363,0.7066303491592407,0.6893045902252197,0.3576335906982422,0.017325758934020996,-0.9944323301315308,-1.0,-0.7306437492370605,0.005567669868469238
3,late_80pct,160,782,201,0.019943801686167717,0.0433662123978138,0.03163504600524902,-1.0046405792236328,-1.0,0.0046405792236328125,True,-1.0,True,0.020233051851391792,0.020675379782915115,0.3230106830596924,0.3259664475917816,1.8655943870544434,0.0029557645320892334,0.04056175798177719,0.04902099445462227,-0.11762465536594391,0.008459236472845078,-0.12053225934505463,-0.11518922448158264,0.012304849922657013,0.005343034863471985,-2.311307430267334,-2.279672384262085,0.8516261577606201,0.03163504600524902,-0.03674702346324921,-0.03723984956741333,-0.6192011833190918,0.0004928261041641235,2.441305160522461,2.416501760482788,-0.6526548862457275,0.02480340003967285,1.2815120220184326,1.293984293937683,1.627648115158081,0.012472271919250488,-1.0046405792236328,-1.0,-0.7413332462310791,0.0046405792236328125
4,early_20pct,41,864,207,0.019943801686167717,0.051912106573581696,0.04163390398025513,0.9788116216659546,1.0,0.02118837833404541,True,1.0,True,0.03999999910593033,0.03999895602464676,0.0025385208427906036,0.008091146126389503,-0.20781633257865906,0.0055526252835989,-0.15970784425735474,-0.1464473307132721,-1.035964012145996,0.013260513544082642,-0.2910444438457489,-0.2834041714668274,-1.1179717779159546,0.007640272378921509,-2.6948282718658447,-2.6986498832702637,-1.0162372589111328,0.0038216114044189453,0.017187878489494324,0.010216498747467995,-0.3638997972011566,0.006971379742026329,2.620281219482422,2.6454453468322754,0.09102270007133484,0.025164127349853516,0.3820962905883789,0.42373019456863403,-0.3593190610408783,0.04163390398025513,0.9788116216659546,1.0,1.3356339931488037,0.02118837833404541
4,mid_50pct,103,926,207,0.019943801686167717,0.10289301723241806,0.052079781889915466,-1.010833978652954,-1.0,0.010833978652954102,True,-1.0,True,0.01997157745063305,0.0205340888351202,-0.18241041898727417,-0.15241360664367676,-1.4044106006622314,0.029996812343597412,0.2509693503379822,0.1988895684480667,0.8472025990486145,0.052079781889915466,-0.022591501474380493,-0.05647116154432297,0.6615262031555176,0.033879660069942474,-2.6409878730773926,-2.6507885456085205,-0.7540180683135986,0.00980067253112793,0.4723418951034546,0.42775771021842957,1.7905763387680054,0.044584184885025024,2.9188430309295654,2.881227493286133,1.331600308418274,0.03761553764343262,-0.39797377586364746,-0.34972134232521057,-2.0826308727264404,0.04825243353843689,-1.010833978652954,-1.0,-0.7478187084197998,0.010833978652954102
4,late_80pct,165,988,207,0.019943801686167717,0.03506864234805107,0.019510574638843536,-0.9905538558959961,-1.0,0.009446144104003906,True,-1.0,True,0.0200275219976902,0.02047501690685749,0.041343752294778824,0.033110667020082474,0.043248195201158524,0.00823308527469635,0.09153282642364502,0.07202225178480148,0.11610396951436996,0.019510574638843536,0.09712180495262146,0.0868401825428009,1.4550715684890747,0.010281622409820557,-2.2080888748168945,-2.214521884918213,1.3543320894241333,0.006433010101318359,0.10196825861930847,0.09849919378757477,0.03740895539522171,0.0034690648317337036,2.3746325969696045,2.357947587966919,-0.9296905398368835,0.016685009002685547,0.3351365625858307,0.3165935277938843,-0.4630613625049591,0.01854303479194641,-0.9905538558959961,-1.0,-0.7265823483467102,0.009446144104003906
5,early_20pct,42,1072,212,0.019943801686167717,0.06928592175245285,0.06841757893562317,1.0018870830535889,1.0,0.0018870830535888672,True,1.0,True,0.03999999910593033,0.039999403059482574,-0.10922913253307343,-0.10811600834131241,-0.9309377074241638,0.0011131241917610168,0.0529935285449028,0.060484133660793304,-0.06061858683824539,0.007490605115890503,-0.2556828260421753,-0.2531505227088928,-0.8835697770118713,0.0025323033332824707,-2.42989182472229,-2.433461904525757,0.2740839123725891,0.003570079803466797,0.10540193319320679,0.10807420313358307,0.05366230010986328,0.0026722699403762817,2.4753804206848145,2.4813742637634277,-0.511065661907196,0.005993843078613281,0.4567132890224457,0.3882957100868225,-0.19447703659534454,0.06841757893562317,1.0018870830535889,1.0,1.3597973585128784,0.0018870830535888672
5,mid_50pct,106,1136,212,0.02991778589785099,0.03180253878235817,0.022954702377319336,-0.99894118309021,-1.0,0.001058816909790039,True,-1.0,True,0.020467814058065414,0.02077491581439972,-0.026836905628442764,-0.02772441692650318,-0.39787131547927856,0.0008875112980604172,0.30222153663635254,0.2792668342590332,1.0822203159332275,0.022954702377319336,-0.3021577000617981,-0.3034692406654358,-1.1916383504867554,0.0013115406036376953,-2.433117151260376,-2.436737537384033,0.25837594270706177,0.0036203861236572266,0.3066093921661377,0.29344072937965393,1.0060797929763794,0.013168662786483765,2.727562665939331,2.719844102859497,0.5367967486381531,0.007718563079833984,0.7396285533905029,0.724270224571228,0.43053245544433594,0.015358328819274902,-0.99894118309021,-1.0,-0.7353651523590088,0.001058816909790039
5,late_80pct,169,1199,212,0.02991778589785099,0.046838171780109406,0.03865337371826172,-0.9919124841690063,-1.0,0.008087515830993652,True,-1.0,True,0.020363977178931236,0.02088574878871441,0.29442107677459717,0.2843492031097412,1.6806235313415527,0.010071873664855957,0.19831281900405884,0.18375448882579803,0.605745255947113,0.014558330178260803,-0.12207251787185669,-0.12435712665319443,0.0020949169993400574,0.002284608781337738,-2.0784425735473633,-2.060167074203491,1.9857492446899414,0.01827549934387207,0.061448585242033005,0.055591002106666565,-0.1543913036584854,0.00585758313536644,2.3197567462921143,2.2811033725738525,-1.157710075378418,0.03865337371826172,1.4416909217834473,1.438110589981079,1.9815114736557007,0.003580331802368164,-0.9919124841690063,-1.0,-0.728005051612854,0.008087515830993652
6,early_20pct,41,1283,206,0.02991778589785099,0.039678461849689484,0.02732372283935547,0.9991185665130615,1.0,0.0008814334869384766,True,1.0,True,0.03999999910593033,0.03999891132116318,-0.08387196063995361,-0.08157669752836227,-0.7668802738189697,0.002295263111591339,-0.04029133915901184,-0.020332306623458862,-0.48837780952453613,0.01995903253555298,-0.2637454867362976,-0.2606363594532013,-0.9370148181915283,0.0031091272830963135,-2.551065683364868,-2.551136016845703,-0.3160695731639862,7.033348083496094e-05,0.023233406245708466,0.028918758034706116,-0.3352832496166229,0.00568535178899765,2.5555684566497803,2.5828921794891357,-0.1778697967529297,0.02732372283935547,0.37937891483306885,0.35982978343963623,-0.3653222918510437,0.019549131393432617,0.9991185665130615,1.0,1.356898307800293,0.0008814334869384766
6,mid_50pct,102,1344,206,0.02991778589785099,0.0824936106801033,0.04908210039138794,-0.9980666637420654,-1.0,0.0019333362579345703,True,-1.0,True,0.020184610038995743,0.020534826442599297,-0.0299653559923172,-0.015153482556343079,-0.4181119501590729,0.014811873435974121,0.3031024932861328,0.2540203928947449,1.0862599611282349,0.04908210039138794,-0.263798326253891,-0.2887537479400635,-0.9373649954795837,0.024955421686172485,-2.527432680130005,-2.528884172439575,-0.20097020268440247,0.0014514923095703125,0.28210100531578064,0.23600584268569946,0.8900691270828247,0.04609516263008118,2.852926254272461,2.81618070602417,1.0577045679092407,0.036745548248291016,0.5470518469810486,0.5382841229438782,0.005096688866615295,0.00876772403717041,-0.9980666637420654,-1.0,-0.7344493269920349,0.0019333362579345703
6,late_80pct,164,1406,206,0.02991778589785099,0.06082400307059288,0.044674694538116455,-1.0159375667572021,-1.0,0.01593756675720215,True,-1.0,True,0.020117860287427902,0.020606407895684242,0.2754198908805847,0.2618544101715088,1.5576887130737305,0.013565480709075928,-0.02188584953546524,-0.0665605440735817,-0.4039791524410248,0.044674694538116455,-0.06772461533546448,-0.07628506422042847,0.3623516857624054,0.00856044888496399,-2.348191261291504,-2.3735525608062744,0.6719903945922852,0.025361299514770508,-0.022554457187652588,-0.032012999057769775,-0.5520205497741699,0.009458541870117188,2.363940477371216,2.3448100090026855,-0.9741184711456299,0.019130468368530273,1.2796518802642822,1.2610026597976685,1.623538613319397,0.01864922046661377,-1.0159375667572021,-1.0,-0.7531628608703613,0.01593756675720215
7,early_20pct,42,1490,210,0.02991778589785099,0.028316553682088852,0.019942760467529297,1.009737253189087,1.0,0.009737253189086914,True,1.0,True,0.03999999910593033,0.039999622851610184,-0.059462010860443115,-0.05627979710698128,-0.6089512705802917,0.0031822137534618378,-0.15911298990249634,-0.1478995829820633,-1.0332362651824951,0.011213406920433044,-0.2270817756652832,-0.22272279858589172,-0.6939815282821655,0.0043589770793914795,-2.6735830307006836,-2.681859016418457,-0.9127671718597412,0.008275985717773438,-0.014199763536453247,-0.010673468932509422,-0.5124735236167908,0.0035262946039438248,2.5129361152648926,2.532878875732422,-0.3550148904323578,0.019942760467529297,0.5405452251434326,0.5535190105438232,-0.009277626872062683,0.012973785400390625,1.009737253189087,1.0,1.3680176734924316,0.009737253189086914
7,mid_50pct,104,1552,210,0.02991778589785099,0.023879099637269974,0.015445709228515625,-0.9853436946868896,-1.0,0.014656305313110352,True,-1.0,True,0.020398706197738647,0.020705820992588997,0.061548974364995956,0.05980294942855835,0.1739732027053833,0.0017460249364376068,0.1458975374698639,0.15672667324543,0.3653942346572876,0.010829135775566101,-0.31234320998191833,-0.29975593090057373,-1.2591552734375,0.012587279081344604,-2.6694698333740234,-2.671682596206665,-0.8927346467971802,0.0022127628326416016,0.16312548518180847,0.16882619261741638,0.3268973231315613,0.00570070743560791,2.7939324378967285,2.809378147125244,0.8125750422477722,0.015445709228515625,0.8631089925765991,0.8670445680618286,0.7033224105834961,0.003935575485229492,-0.9853436946868896,-1.0,-0.7211265563964844,0.014656305313110352
7,late_80pct,167,1615,210,0.02991778589785099,0.04907844215631485,0.034570470452308655,-0.9891085624694824,-1.0,0.010891437530517578,True,-1.0,True,0.02028927579522133,0.020824922248721123,0.3212304711341858,0.31461000442504883,1.8540769815444946,0.006620466709136963,0.1968727707862854,0.16230230033397675,0.5991419553756714,0.034570470452308655,-0.05826035887002945,-0.05872878432273865,0.4250875413417816,0.000468425452709198,-2.1082546710968018,-2.131216049194336,1.8405553102493286,0.02296137809753418,0.03351038694381714,0.0317089706659317,-0.2866370379924774,0.001801416277885437,2.3071532249450684,2.2820446491241455,-1.2100800275802612,0.02510857582092285,1.5021915435791016,1.4992563724517822,2.1151678562164307,0.002935171127319336,-0.9891085624694824,-1.0,-0.725068986415863,0.010891437530517578
8,early_20pct,42,1700,209,0.016439164057374,0.05425713211297989,0.04419362545013428,1.0021604299545288,1.0,0.0021604299545288086,True,1.0,True,0.03999999910593033,0.03999849408864975,-0.13731229305267334,-0.13642439246177673,-1.112631916999817,0.0008879005908966064,-0.14536193013191223,-0.1275794804096222,-0.9701805710792542,0.01778244972229004,-0.3207107186317444,-0.3105996549129486,-1.3146209716796875,0.010111063718795776,-2.6724565029144287,-2.667572021484375,-0.9072798490524292,0.004884481430053711,-0.031689777970314026,-0.02769443765282631,-0.5952626466751099,0.003995340317487717,2.532341957092285,2.5554006099700928,-0.2743804454803467,0.023058652877807617,0.331510990858078,0.3757046163082123,-0.47107088565826416,0.04419362545013428,1.0021604299545288,1.0,1.3600835800170898,0.0021604299545288086
8,mid_50pct,104,1762,209,0.016439164057374,0.032467491924762726,0.02501760423183441,-0.9937187433242798,-1.0,0.006281256675720215,True,-1.0,True,0.020188767462968826,0.020560719072818756,-0.12209324538707733,-0.12467842549085617,-1.0141667127609253,0.002585180103778839,0.11992059648036957,0.10170115530490875,0.24627652764320374,0.018219441175460815,-0.28475421667099,-0.28741857409477234,-1.0762755870819092,0.0026643574237823486,-2.6737802028656006,-2.6744115352630615,-0.9137265682220459,0.0006313323974609375,0.24725167453289032,0.2222340703010559,0.7251094579696655,0.02501760423183441,2.7846319675445557,2.775926113128662,0.773929238319397,0.008705854415893555,0.3348241150379181,0.33734145760536194,-0.4637516140937805,0.0025173425674438477,-0.9937187433242798,-1.0,-0.7298964262008667,0.006281256675720215
8,late_80pct,166,1824,209,0.016439164057374,0.02800680324435234,0.023345425724983215,-0.9874688386917114,-1.0,0.012531161308288574,True,-1.0,True,0.020149823278188705,0.020603321492671967,0.17315129935741425,0.1660918891429901,0.8960249423980713,0.007059410214424133,0.19316741824150085,0.16982199251651764,0.5821509957313538,0.023345425724983215,0.07500654458999634,0.07196879386901855,1.3084758520126343,0.003037750720977783,-2.13501238822937,-2.144575834274292,1.7102370262145996,0.009563446044921875,0.03055395931005478,0.03282010555267334,-0.3006313145160675,0.002266146242618561,2.357207775115967,2.3514151573181152,-1.002094030380249,0.0057926177978515625,1.1581270694732666,1.165209412574768,1.3550692796707153,0.007082343101501465,-0.9874688386917114,-1.0,-0.7233518958091736,0.012531161308288574
9,early_20pct,41,1908,206,0.016439164057374,0.041791316121816635,0.03035151958465576,0.976759672164917,1.0,0.023240327835083008,True,1.0,True,0.03999999910593033,0.03999945521354675,0.011284466832876205,0.019084539264440536,-0.15123125910758972,0.007800072431564331,-0.20939290523529053,-0.19038541615009308,-1.2637956142425537,0.01900748908519745,-0.2595939040184021,-0.2505163252353668,-0.9094951152801514,0.009077578783035278,-2.745473623275757,-2.741297960281372,-1.2628958225250244,0.004175662994384766,0.03371021896600723,0.03843225538730621,-0.28569114208221436,0.004722036421298981,2.642627000808716,2.659391164779663,0.18387314677238464,0.016764163970947266,0.47461575269699097,0.5049672722816467,-0.1549273282289505,0.03035151958465576,0.976759672164917,1.0,1.3334852457046509,0.023240327835083008
9,mid_50pct,102,1969,206,0.016439164057374,0.12020745128393173,0.06250825524330139,-1.0035334825515747,-1.0,0.003533482551574707,True,-1.0,True,0.020007846876978874,0.020546993240714073,-0.06983787566423416,-0.031498152762651443,-0.676081657409668,0.03833972290158272,0.2310521900653839,0.17990531027317047,0.7558721303939819,0.05114687979221344,-0.06311545521020889,-0.10964156687259674,0.39290449023246765,0.04652611166238785,-2.693748712539673,-2.7025716304779053,-1.010979175567627,0.008822917938232422,0.5166025161743164,0.454094260931015,2.000084400177002,0.06250825524330139,2.988072156906128,2.960960626602173,1.6192600727081299,0.027111530303955078,-0.2074907422065735,-0.1485072374343872,-1.661820411682129,0.05898350477218628,-1.0035334825515747,-1.0,-0.7401739358901978,0.003533482551574707
9,late_80pct,164,2031,206,0.016439164057374,0.026313096284866333,0.020206579938530922,-0.9954899549484253,-1.0,0.004510045051574707,True,-1.0,True,0.02006903663277626,0.020480146631598473,0.1685681939125061,0.16688771545886993,0.86637282371521,0.0016804784536361694,0.03929877281188965,0.019092192873358727,-0.12341610342264175,0.020206579938530922,0.06551145017147064,0.06613186746835709,1.2455356121063232,0.0006204172968864441,-2.3428421020507812,-2.3453516960144043,0.6980432868003845,0.002509593963623047,0.03077077865600586,0.034052979201078415,-0.29960501194000244,0.0032822005450725555,2.481858253479004,2.467719793319702,-0.48414960503578186,0.014138460159301758,0.6280055046081543,0.6359990835189819,0.18393756449222565,0.007993578910827637,-0.9954899549484253,-1.0,-0.7317511439323425,0.004510045051574707
10,early_20pct,41,2114,208,0.016439164057374,0.041863374412059784,0.040855735540390015,1.0084609985351562,1.0,0.00846099853515625,True,1.0,True,0.03999999910593033,0.039998963475227356,-0.09034024178981781,-0.08884070813655853,-0.8087291717529297,0.0014995336532592773,-0.19096657633781433,-0.1903230994939804,-1.179301381111145,0.0006434768438339233,-0.30568641424179077,-0.30757424235343933,-1.215029239654541,0.0018878281116485596,-2.698519229888916,-2.70326566696167,-1.0342134237289429,0.004746437072753906,-0.044599682092666626,-0.04911666363477707,-0.6563718318939209,0.004516981542110443,2.525628089904785,2.53147554397583,-0.30227741599082947,0.005847454071044922,0.4428545832633972,0.4019988477230072,-0.22509336471557617,0.040855735540390015,1.0084609985351562,1.0,1.3666812181472778,0.00846099853515625
10,mid_50pct,104,2177,208,0.016439164057374,0.11430630087852478,0.0694226324558258,-0.9983742237091064,-1.0,0.0016257762908935547,True,-1.0,True,0.02034200169146061,0.020683923736214638,-0.026267874985933304,-0.009337782859802246,-0.3941897451877594,0.016930092126131058,0.2220575213432312,0.1561681628227234,0.7146269679069519,0.06588935852050781,-0.29533058404922485,-0.3290758430957794,-1.14638352394104,0.033745259046554565,-2.6830270290374756,-2.6956257820129395,-0.95876145362854,0.012598752975463867,0.34516504406929016,0.27574241161346436,1.1885833740234375,0.0694226324558258,2.8698031902313232,2.8292076587677,1.1278314590454102,0.04059553146362305,0.5018113255500793,0.5277521014213562,-0.09484757483005524,0.025940775871276855,-0.9983742237091064,-1.0,-0.7347714304924011,0.0016257762908935547
10,late_80pct,166,2239,208,0.017037147656083107,0.018152885138988495,0.011332273483276367,-1.0017051696777344,-1.0,0.001705169677734375,True,-1.0,True,0.020270485430955887,0.020760828629136086,0.24413099884986877,0.23673461377620697,1.35525381565094,0.007396385073661804,0.052951496094465256,0.04881638288497925,-0.060811325907707214,0.004135113209486008,-0.05810528248548508,-0.05692387744784355,0.426115483045578,0.0011814050376415253,-2.25304913520813,-2.2447423934936523,1.1353615522384644,0.008306741714477539,0.0534585602581501,0.04836298152804375,-0.19221216440200806,0.005095578730106354,2.305880546569824,2.3001413345336914,-1.2153676748275757,0.0057392120361328125,1.2850933074951172,1.2737610340118408,1.6355597972869873,0.011332273483276367,-1.0017051696777344,-1.0,-0.7382594347000122,0.001705169677734375
11,early_20pct,41,2322,204,0.017037147656083107,0.03103981912136078,0.021070241928100586,1.016704797744751,1.0,0.016704797744750977,True,1.0,True,0.03999999910593033,0.039999060332775116,-0.07393904775381088,-0.07085128128528595,-0.7026156783103943,0.003087766468524933,-0.045078493654727936,-0.02595139667391777,-0.5103293657302856,0.019127096980810165,-0.2776784300804138,-0.2746027708053589,-1.0293723344802856,0.0030756592750549316,-2.55914568901062,-2.5615975856781006,-0.355421781539917,0.0024518966674804688,0.020614661276340485,0.026346594095230103,-0.347679078578949,0.005731932818889618,2.545288562774658,2.566358804702759,-0.2205854058265686,0.021070241928100586,0.4307190179824829,0.4405072033405304,-0.25190290808677673,0.009788185358047485,1.016704797744751,1.0,1.3753137588500977,0.016704797744750977
